url,registration_number,registration_status,registration_date,public_title,scientific_title,applicant,study_leader,applicant_institution,approved,primary_sponsor,source_funding,study_type,study_objective,study_ailment,study_ailment_code,intervention,study_design,study_stage,recruitment_status,inclusion_criteria,exclusion_criteria,study_time_from,study_time_to,sample_size,outcomes,collecting_samples,time_sharing
https://www.chictr.org.cn/showproj.html?proj=326508,ChiCTR2600126329,,2026/06/08,≦3月婴儿肠造口管理多中心横断面调查研究,,,,南京市儿童医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317125,ChiCTR2600126328,,2026/06/08,椎旁肌肉锻炼是否可以维持腰椎前凸？一项短期的随机对照研究,,,,南京医科大学第二附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326009,ChiCTR2600126327,,2026/06/08,肥胖患者胃肠镜检查中艾司氯胺酮与瑞芬太尼辅助环泊酚镇静的两阶段研究：剂量探索与随机对照试验,,,,南京医科大学第一附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=312568,ChiCTR2600126326,,2026/06/08,经皮耳迷走神经电刺激对老年糖尿病患者骨科手术术后谵妄发生的影响,,,,无锡市第二人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326368,ChiCTR2600126325,,2026/06/08,建立妇科肿瘤的类器官模型，并用它筛选有治疗潜力的清热解毒类中药,,,,上海市第一人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324878,ChiCTR2600126324,,2026/06/08,多替诺雷与慢性肾脏病,,,,复旦大学附属中山医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324329,ChiCTR2600126323,,2026/06/07,抗初老软性接触镜临床效果,,,,北京大学第三医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323130,ChiCTR2600126322,,2026/06/07,冠心病支架术后患者运动情况及影响因素调查,,,,中国人民解放军陆军军医大学第一附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326280,ChiCTR2600126321,,2026/06/07,经皮穴位电刺激联合舌制动吞咽训练在脑卒中吞咽障碍患者中的应用研究,,,,贵州省人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=305050,ChiCTR2600126320,,2026/06/07,住院精神分裂症患者用药自我管理健康方案研究,,,,上海市闵行区精神卫生中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=306660,ChiCTR2600126319,,2026/06/07,肠道菌群及其代谢产物对胰腺术后并发症的影响,,,,哈尔滨医科大学附属第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=314920,ChiCTR2600126318,,2026/06/07,粪菌移植治疗儿童孤独症谱系障碍合并食物不耐受致严重过敏反应2例报告,,,,深圳大学附属华南医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=305110,ChiCTR2600126317,,2026/06/07,基于机器学习的中文文本分类器辅助SRMD合理用药审查研究,,,,衢州市人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322880,ChiCTR2600126316,,2026/06/07,多器官囊性负荷的分布特征及影响因素分析,,,,南方医科大学南方医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322810,ChiCTR2600126315,,2026/06/07,用机器学习算法构建出慢性肢体威胁性缺血患者的无截肢生存预测模型,,,,南昌大学第一附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326940,ChiCTR2600126314,,2026/06/07,EZH2抑制剂泽美妥司他联合 Glofit + GemOx 方案治疗复发/难治 DLBCL 的前瞻性、单臂、Ib/II期临床研究,,,,江苏省人民医院（南京医科大学第一附属医院）,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326440,ChiCTR2600126313,,2026/06/07,“经皮耳迷走神经刺激”改善儿童扁桃体或（和）腺样体切除术后恢复质量（PedSQoR）：一项多中心、随机、双盲对照试验,,,,山西省长治医学院附属和平医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=306440,ChiCTR2600126312,,2026/06/07,全科病房vte发病率及危险因素的研究和预防分析,,,,浙江中医药大学附属第二医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=306710,ChiCTR2600126311,,2026/06/07,探讨基于CT测得的髋部肌肉横截面积及放射密度与髋部骨折类型的相关性,,,,汕头大学医学院第一附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321620,ChiCTR2600126310,,2026/06/06,基于机器学习，整合脑电动态特征变化的改良电休克认知功能改变的研究：一项前瞻性模型构建与验证研究,,,,中山大学附属第三医院（中山大学肝脏病医院）,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319740,ChiCTR2600126309,,2026/06/06,糖尿病防治素养促进,,,,中国健康教育中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326350,ChiCTR2600126308,,2026/06/06,自动化分枝杆菌病鉴别诊断的分子病理诊断新技术研发及应用,,,,首都医科大学附属北京胸科医院,,,,诊断试验,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324730,ChiCTR2600126307,,2026/06/06,三维重建及智能辅助决策系统在肾门肿瘤保留肾单位手术中应用的前瞻性研究,,,,中国人民解放军总医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321290,ChiCTR2600126306,,2026/06/06,基于生态瞬时评估框架的老年阈下抑郁日常情绪动态特征及社会支持调节作用研究,,,,四川省医学科学院·四川省人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321720,ChiCTR2600126305,,2026/06/06,"C3,4,5神经根阻滞与斜角肌间-颈中间丛神经阻滞对锁骨手术应激反应和肌力的影响：一项随机对照试验",,,,上海市第六人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322320,ChiCTR2600126304,,2026/06/06,围术期预保温技术在预防老年人腹部手术术中低体温的效果评价的随机对照研究,,,,首都医科大学宣武医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325040,ChiCTR2600126303,,2026/06/06,基于E-coach健康模式的认知-支持双路径干预方案在脑肿瘤患者和照顾者恐惧疾病进展中的应用,,,,南通大学附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325360,ChiCTR2600126302,,2026/06/06,VISUMAX 800 与VisuMax 500 在小切口角膜基质透镜取出术中对有效光学区的比较研究,,,,杭州西湖之江眼科医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=314730,ChiCTR2600126301,,2026/06/06,特瑞普利单抗联合含铂双药新辅助转化治疗不可切除临床IIIB(T1-2N3M0)及IIIC期NSCLC的前瞻性，单臂，单中心II期研究,,,,浙江大学医学院附属第一医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=287585,ChiCTR2600126300,,2026/06/05,近视常规治疗无效儿童使用红光治疗的真实世界注册研究,,,,川北医学院附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326825,ChiCTR2600126299,,2026/06/05,改良下颌前移矫治器对难治性高血压合并阻塞性睡眠呼吸暂停低通气综合征患者血压及炎症相关因子的影响,,,,南昌市第一医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323205,ChiCTR2600126298,,2026/06/05,改良三通联合透明帽护理配合方法在组织胶注射治疗胃底静脉曲张出血的应用研究,,,,粤北人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=316255,ChiCTR2600126297,,2026/06/05,云南省会泽县HIV感染者抗病毒治疗后免疫重建不佳的影响因素研究,,,,会泽县人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319215,ChiCTR2600126296,,2026/06/05,桥本甲状腺炎患者补硒治疗疗效与基线TPOAb水平相关性研究,,,,同济大学附属上海第十人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=293145,ChiCTR2600126295,,2026/06/05,不冲洗导管技术在减少机械旋转式血管内超声成像中气泡伪像的有效性和安全性的前瞻性随机交叉研究,,,,通江新区医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326345,ChiCTR2600126294,,2026/06/05,基于IMB模型的重症监护后综合征患者居家康复特征用户画像构建研究,,,,遵义医科大学附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321379,ChiCTR2600126293,,2026/06/05,1例儿童颌面部黏液表皮样癌的护理体会,,,,佛山市妇幼保健院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319793,ChiCTR2600126292,,2026/06/05,基于机器学习的冠心病合并心力衰竭患者 PCI 术后预后预测模型研究,,,,眉山市人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326115,ChiCTR2600126291,,2026/06/05,前置多感觉实体训练对后续纯运动想象神经表征及脑机接口解码性能的影响,,,,上海市同济医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=312138,ChiCTR2600126290,,2026/06/05,羟考酮注射液与芬太尼注射液用于儿童动脉置管术的临床观察,,,,海南省妇女儿童医学中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323195,ChiCTR2600126289,,2026/06/05,基于机器学习与计算流体力学的急性Stanford A型主动脉夹层破裂风险预测研究,,,,四川大学华西医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321129,ChiCTR2600126288,,2026/06/05,宿迁市学龄前儿童屏幕使用习惯与睡眠、体重的关系调查,,,,江苏省人民医院宿迁医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=282932,ChiCTR2600126287,,2026/06/05,小缺损食管裂孔疝是否应用补片：一项前瞻性、多中心、随机对照研究,,,,中国医科大学附属第一医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321755,ChiCTR2600126286,,2026/06/05,一项多中心、随机、双盲、安慰剂/阳性药双对照、两阶段以评价阴道用四联乳杆菌活菌胶囊治疗绝经后萎缩性阴道炎有效性和安全性的临床研究,,,,中国医学科学院北京协和医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326632,ChiCTR2600126285,,2026/06/05,NSCLC脑转移放免联合时序策略：一项基于临床队列的探索性研究,,,,中南大学湘雅医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326892,ChiCTR2600126284,,2026/06/05,基于O2O模式的人工智能辅助急诊护理服务模式的研究,,,,上海市第一人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318027,ChiCTR2600126283,,2026/06/05,基于MINDSPACE框架的妊娠期糖尿病孕期体力活动助推策略的构建与效果评价,,,,复旦大学附属妇产科医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320775,ChiCTR2600126282,,2026/06/05,压力控制容积保护通气（PCV-VG）在婴幼儿达芬奇机器人手术中的应用,,,,贵州医科大学附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=308058,ChiCTR2600126281,,2026/06/05,血小板-白蛋白比值（PAR)与中性粒细胞-淋巴细胞比值（NLR)预测非ST段抬高型心肌梗死（NSTEMI)患者PCI术后对比剂肾病（CIN)的回顾性队列研究,,,,广东省中医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=314055,ChiCTR2600126280,,2026/06/05,一项评估英夫利西单抗对比JAK抑制剂在IL-17抑制剂治疗无效的强直性脊柱炎患者中的有效性与安全性的多中心、前瞻性、倾向性评分匹配硏究,,,,温州医科大学附属第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=316639,ChiCTR2600126279,,2026/06/05,光照疗法对术前抑郁的老年患者手术后谵妄的作用,,,,河北省人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324967,ChiCTR2600126278,,2026/06/05,老年人运动机能与认知水平的观察研究,,,,成都体育学院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323063,ChiCTR2600126277,,2026/06/05,怡糖软玉大米对空腹血糖受损人群餐后血糖影响,,,,江苏省苏北人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319184,ChiCTR2600126276,,2026/06/05,基于超声辅助诊断隐性唇裂的诊断试验,,,,中国医学科学院整形外科医院,,,,诊断试验,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318588,ChiCTR2600126275,,2026/06/05,肝细胞癌切除术后不同辅助治疗模式的多中心回顾性研究,,,,西安交通大学第一附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326858,ChiCTR2600126274,,2026/06/05,18F-AldoView  PET CT/MRI在诊断原发性醛固酮增多症中的价值,,,,中国人民解放军陆军特色医学中心,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325417,ChiCTR2600126273,,2026/06/05,基于AI短视频的移动健康干预系统在混合痔患者围手术期管理中的应用研究,,,,成都市第三人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323916,ChiCTR2600126272,,2026/06/05,有监督的髋臼周围截骨术前远程预康复对发育性髋关节发育不良患者髋关节功能的影响：一项前瞻性单中心随机对照临床试验,,,,解放军总医院第四医学中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324186,ChiCTR2600126271,,2026/06/05,幽门螺杆菌感染的经验性治疗及影响因素的单中心队列研究,,,,徐州医科大学附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326585,ChiCTR2600126270,,2026/06/05,基于真实世界数据的精准导航与常规定位 TMS 治疗脑卒中后吞咽障碍的效果对比研究,,,,北京市中关村医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323118,ChiCTR2600126269,,2026/06/05,一项评估LY-M003注射液治疗肝豆状核变性成人患者的安全性、耐受性和有效性的多中心、开放、单臂、单次给药的I/II期临床研究,,,,浙江大学医学院附属第一医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322276,ChiCTR2600126268,,2026/06/05,运动员高尿酸血症形成机制的代谢组学研究,,,,河北省体育科学研究所,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324410,ChiCTR2600126267,,2026/06/05,高强度运动对消防员平衡能力与执行功能的影响研究,,,,广西师范大学,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326185,ChiCTR2600126265,,2026/06/05,髌下脂肪垫的影像学改变与血友病性关节病的关系研究,,,,南方医科大学南方医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324696,ChiCTR2600126264,,2026/06/05,MRG003联合替莫唑胺和放疗治疗切除术后脑胶质母细胞瘤的前瞻性、开放、II期临床研究,,,,佛山市第一人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325266,ChiCTR2600126263,,2026/06/05,糖肾方治疗糖尿病肾病最优剂量的自适应平台型临床研究,,,,中日友好医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326124,ChiCTR2600126262,,2026/06/05,药师干预管理对泌尿系统感染的预后影响：一项多中心、随机对照研究,,,,上海市第十人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325756,ChiCTR2600126261,,2026/06/05,高强度间歇训练对大学生身心健康的影响,,,,广东省广州市天河区广州大道中1268号,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=316050,ChiCTR2600126260,,2026/06/05,肝动脉灌注化疗联合贝伐珠单抗和PD-1单抗序贯西达本胺联合方案一线治疗BCLC C期肝细胞癌的前瞻性、单臂、多中心、Ⅱ期临床研究,,,,中山大学肿瘤防治中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=303519,ChiCTR2600126259,,2026/06/05,GPC3在肝细胞癌预后评估中的价值及GDATA模型筛查HCC效能的多中心验证研究,,,,阜阳市第二人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=302979,ChiCTR2600126258,,2026/06/05,中国北方蒿属花粉所致过敏性鼻炎中医分型和免疫分型的确立及其在特异性免疫治疗疗效预测中的应用,,,,呼和浩特市第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326564,ChiCTR2600126257,,2026/06/05,托珠单抗联合阿那白滞素治疗儿童FIRES的随机对照研究,,,,首都医科大学附属北京儿童医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325926,ChiCTR2600126256,,2026/06/05,CDK4/6抑制剂协同内分泌+/-抗血管生成药物治疗复发/转移性激素受体阳性的卵巢癌的策略研究,,,,中国医学科学院北京协和医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326336,ChiCTR2600126255,,2026/06/05,IL-17A 抑制剂改善头皮银屑病的临床研究,,,,昆明医科大学第一附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326674,ChiCTR2600126254,,2026/06/05,康艾联合HAIC/TACE及靶免治疗对中晚期肝细胞癌转化治疗研究,,,,南昌市第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=313348,ChiCTR2600126253,,2026/06/05,半乳糖缺乏IgA1(GD-IgA1)检测试剂盒(化学发光免疫分析法)临床试验,,,,上海交通大学医学院附属瑞金医院,,,,诊断试验,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326614,ChiCTR2600126252,,2026/06/05,基于多维运动学特征的儿童运动协调能力评估方法研究,,,,西北妇女儿童医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=316806,ChiCTR2600126251,,2026/06/05,血液指标在不同基因类型的肺癌中的诊疗价值研究,,,,中国人民解放军陆军特色医学中心,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=310314,ChiCTR2600126250,,2026/06/05,超声引导会阴筋膜阻滞与阴茎背神经阻滞用于儿童包皮环切术的临床效果比较：一项前瞻性非劣效研究,,,,温州医科大学附属第二医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317824,ChiCTR2600126249,,2026/06/05,基于对比增强 CT图像的影像组学及深度学习技术预测食管鳞状细胞癌浸润深度,,,,梅州市人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=326708,ChiCTR2600126248,,2026/06/05,超声引导微波/射频消融治疗子宫肌瘤/腺肌病的临床研究,,,,首都医科大学附属北京友谊医院,,,,观察性研究,,,,,,,,,,,,0,,,
